TOKEN	NER	de_core_news_sm--03-26-06-08-38	/content/drive/MyDrive/NLP_Project_New/models/sermons_60it--03-26-06-15-17	dbmdz/bert-base-german-cased--03-26-06-43-39	/content/drive/MyDrive/NLP_Project_New/models/bert_base_german_cased_finetuned_3ep--03-26-07-51-24	dbmdz/flair-historic-ner-onb--03-26-08-44-50	dbmdz/flair-historic-ner-onb_finetuned_3ep_2e-5--03-26-09-37-54
nun	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
Praeambula	O	B-LOC	O	O	O	O	O
gemacht	O	O	O	B-PER	O	O	O
so	O	O	O	O	O	O	O
müsset	O	B-PER	O	O	O	O	O
ihr	O	O	O	O	O	O	O
fein	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
euren	O	O	O	O	O	O	O
Gesangbüchern	O	B-LOC	O	B-LOC	O	O	O
nachschlagen	O	O	O	B-PER	O	O	O
das	O	O	O	B-LOC	O	O	O
Lied	O	O	O	O	O	O	O
welches	O	O	O	O	O	O	O
soll	O	O	O	O	O	O	O
abgesungen	O	O	O	B-PER	O	O	O
werden	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
indeß	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
Gott	O	O	O	O	O	B-PER	O
seuffzen	O	O	O	O	O	O	O
aus	O	O	O	B-PER	O	O	O
dem	O	O	O	O	O	O	O
89	O	O	O	B-LOC	O	O	O
Psalm	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Welchen	O	O	O	B-LOC	O	O	O
wir	O	O	O	O	O	O	O
vor	O	O	O	O	O	O	O
dißmahl	O	O	O	B-PER	O	O	O
E	O	O	O	O	O	O	O
Christl	O	O	O	B-LOC	O	O	O
Liebe	O	O	O	O	O	O	O
vorzutragen	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
zu	O	O	O	O	O	O	O
erklären	O	O	O	O	O	O	O
gesonnen	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
entschlossen	O	O	O	O	O	O	O
sind	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
heilig	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
heilig	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
heilig	O	O	O	O	O	O	O
ist	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Herr	O	O	O	B-LOC	O	O	O
Zebaoth	O	B-LOC	O	O	O	B-PER	O
?	O	O	O	O	O	I-PER	O
							
Werden	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Gotteshäuser	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
lieblichen	O	O	O	B-PER	O	O	O
Liedern	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Lobgesängen	O	O	O	B-LOC	O	O	O
angewendet	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
so	O	O	O	B-PER	O	O	O
werden	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
heiligen	O	O	O	B-PER	O	O	O
Lehren	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
göttlichen	O	O	O	O	O	O	O
Religion	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
bei	O	O	O	O	O	O	O
dem	O	O	O	B-LOC	O	O	O
Einfältigen	O	O	O	O	O	O	O
fortgepflanzet	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Traurigen	O	O	O	O	O	O	O
getröstet	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
zum	O	O	O	O	O	O	O
seligen	O	O	O	O	O	O	O
Sterben	O	O	O	O	O	O	O
zubereitet	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
sie	O	O	O	O	O	O	O
gehören	O	O	O	B-PER	O	O	O
also	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
den	O	O	O	O	O	O	O
heiligen	O	O	O	O	O	O	O
Verrichtungen	O	O	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
des	O	O	O	O	O	O	O
Herrn	O	B-LOC	O	B-LOC	O	O	O
Hause	O	I-LOC	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Mit	O	O	O	B-LOC	O	O	O
manchem	O	O	O	O	O	O	O
eilet	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
aus	O	O	O	B-LOC	O	O	O
dieser	O	O	O	B-PER	O	O	O
Welt	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Des	O	O	O	B-PER	O	O	O
Königs	O	O	O	B-LOC	O	B-PER	O
Majestät	O	B-PER	O	O	O	O	O
wurden	O	O	O	O	O	O	O
bey	O	O	O	B-PER	O	O	O
dem	O	O	O	B-LOC	O	O	O
Aussteigen	O	O	O	O	O	O	O
aus	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
Wagen	O	O	O	B-LOC	O	O	O
von	O	O	O	O	O	O	O
Jhren	O	B-PER	O	B-PER	O	O	O
Excellenzen	O	I-PER	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
Herren	O	O	O	O	O	O	O
Reichsräthen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
Grafen	O	O	O	O	O	B-PER	B-PER
Rudenschöld	O	B-PER	O	B-PER	B-PER	O	O
und	O	O	O	O	O	O	O
Brian	B-PER	B-PER	B-PER	B-LOC	B-PER	B-PER	B-PER
Pölitz	I-PER	I-PER	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
von	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
Kirchenvorstehern	O	O	O	O	O	O	O
ehrerbietigst	O	O	O	B-PER	O	O	O
bewillkommet	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Daher	O	O	O	B-PER	O	O	O
wann	O	O	O	O	O	O	O
Annelene	B-PER	B-PER	O	O	O	B-PER	O
seinen	O	O	O	O	O	O	O
Gott	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
SaitenSpiel	O	O	O	O	O	O	O
rühmen	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
spricht	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
57	O	O	O	B-LOC	O	O	O
Psalm	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Wird	O	O	O	B-PER	O	O	O
der	O	O	O	B-LOC	O	O	O
Canal	O	B-LOC	O	O	O	B-LOC	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Wind	O	O	O	O	O	O	O
Lade	O	B-LOC	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
Pfeiffen	O	B-PER	O	O	O	O	O
verderbet	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
wird	O	O	O	B-PER	O	O	O
unbrauchbar	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
ziehet	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Organist	O	O	O	O	O	O	O
daran	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
ist	O	O	O	B-PER	O	O	O
ohne	O	O	O	O	O	O	O
Nutzen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Aliud	O	O	O	B-PER	O	B-ORG	O
sonat	O	O	O	B-LOC	O	O	O
lingua	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
aliud	O	O	O	O	O	O	O
indicat	O	O	O	O	O	O	O
vita	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Bald	O	O	O	B-LOC	O	O	O
zieht	O	O	O	B-PER	O	O	O
er	O	O	O	B-LOC	O	O	O
das	O	O	O	O	O	O	O
gedackte	O	O	O	O	O	O	O
sucht	O	O	O	O	O	O	O
Ehe	O	O	O	O	O	O	O
Leute	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
Creutz	O	O	O	O	O	B-PER	O
und	O	O	O	O	O	O	O
Anfechtung	O	O	O	O	O	O	O
heim	O	O	O	B-PER	O	O	O
:	O	O	O	B-LOC	O	O	O
							
Wie	O	O	O	I-LOC	O	O	O
solt	O	O	O	B-PER	O	O	O
ich	O	O	O	O	O	O	O
denn	O	O	O	O	O	O	O
nicht	O	O	O	B-LOC	O	O	O
haben	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
spricht	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
an	O	O	O	B-PER	O	O	O
dir	O	O	O	O	O	O	O
Herr	O	O	O	B-LOC	O	O	O
meine	O	O	O	B-PER	O	O	O
Lust	O	O	O	B-LOC	O	O	O
etc	O	O	O	O	O	O	O
Es	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
andre	O	O	O	B-LOC	O	O	O
Vers	O	O	O	O	O	O	O
aus	O	O	O	B-PER	O	O	O
dem	O	O	O	O	O	O	O
geistreichen	O	O	O	B-LOC	O	O	O
Liede	O	B-LOC	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Hat	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
Otmar	B-PER	B-PER	O	B-LOC	B-PER	B-PER	B-PER
nicht	O	O	O	B-PER	O	O	O
an	O	O	O	O	O	O	O
den	O	O	O	B-LOC	O	O	O
guten	O	O	O	B-PER	O	O	O
Gesängen	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
gelobten	O	O	O	O	O	O	O
Lande	O	O	O	O	O	O	O
ergötzet	O	O	O	O	O	O	O
?	O	O	O	O	O	O	O
							
II	O	O	O	B-LOC	O	O	O
23	O	O	O	O	O	O	O
24	O	O	O	O	O	O	O
Rom	O	O	O	O	O	B-LOC	O
.	O	O	O	B-PER	O	O	O
							
Der	O	O	O	I-PER	O	O	O
jenige	O	O	O	B-LOC	O	O	O
welcher	O	O	O	B-PER	O	O	O
es	O	O	O	B-LOC	O	O	O
empfähet	O	B-PER	O	O	O	O	O
muß	O	I-PER	O	B-PER	O	O	O
dessen	O	O	O	B-LOC	O	O	O
allezeit	O	O	O	O	O	O	O
eingedenck	O	B-PER	O	O	O	O	O
seyn	O	I-PER	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
oder	O	O	O	B-PER	O	O	O
welches	O	O	O	O	O	O	O
eben	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Haec	O	O	O	B-LOC	O	B-PER	O
nova	O	O	O	O	O	O	O
te	O	O	O	O	O	O	O
Dominum	O	O	O	O	O	O	O
laudabunt	O	O	O	O	O	O	O
Organa	O	B-LOC	O	O	O	O	O
;	O	O	O	B-PER	O	O	O
Donec	O	O	O	B-LOC	O	B-PER	O
Hûic	O	O	O	B-PER	O	O	O
templo	O	O	O	B-LOC	O	O	O
verbum	O	O	O	O	O	O	O
gaudet	O	O	O	O	O	O	O
adesse	O	O	O	B-PER	O	O	O
tuum	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
die	O	O	O	B-LOC	O	O	O
inbrünstige	O	O	O	O	O	O	O
Seufftzer	O	B-LOC	O	O	O	O	O
trauet	O	O	O	O	O	O	O
wohl	O	O	O	O	O	O	O
seynd	O	O	O	O	O	O	O
noch	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Music	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
GOttes	O	O	O	O	O	O	O
Zorn	O	O	O	O	O	O	O
können	O	O	O	O	O	O	O
lindern	O	O	O	O	O	O	O
;	O	O	O	B-PER	O	O	O
auff	O	O	O	B-LOC	O	O	O
!	O	O	O	B-PER	O	O	O
							
Lobet	O	B-PER	O	I-PER	O	B-PER	O
den	O	O	O	O	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
Seiten	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Pfeiffen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Tom	O	B-PER	O	B-LOC	O	O	O
V	O	I-PER	O	O	O	O	O
p	O	I-PER	O	O	O	O	O
127	O	O	O	O	O	O	O
Durchs	O	O	B-PER	O	O	O	O
Teuffels	O	O	O	O	O	B-PER	O
Neid	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Tod	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Welt	O	O	O	B-PER	O	O	O
kommen	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
seines	O	O	O	B-PER	O	O	O
Theils	O	O	O	B-LOC	O	O	O
sind	O	O	O	O	O	O	O
helffen	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
dazu	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
abstinui	O	O	O	B-LOC	O	O	O
etiam	O	O	O	O	O	B-PER	O
a	O	O	O	B-PER	O	O	O
bonis	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
metuens	O	B-LOC	O	O	O	O	O
,	O	O	O	O	O	O	O
ne	O	B-LOC	O	O	O	O	O
und	O	O	O	O	O	O	O
illa	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
calumniam	O	B-LOC	O	O	O	O	O
raperent	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Wer	O	O	O	B-LOC	O	O	O
will	O	O	O	O	O	O	O
zweifeln	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
dis	O	O	O	B-LOC	O	O	O
von	O	O	O	O	O	O	O
Menschen	O	O	O	O	O	O	O
auf	O	O	O	B-PER	O	O	O
Erden	O	B-LOC	O	B-LOC	O	O	O
eine	O	O	O	O	O	O	O
recht	O	O	O	O	O	O	O
englische	O	O	O	B-PER	O	O	O
Bedienung	O	O	O	O	O	O	O
Gottes	O	B-LOC	O	B-LOC	O	O	O
sey	O	O	O	O	O	O	O
?	O	O	O	B-PER	O	O	O
							
23	O	O	O	B-LOC	O	O	O
So	O	O	O	O	O	O	O
soll	O	O	O	B-PER	O	O	O
unsre	O	O	O	O	O	O	O
Orgel	O	O	O	B-LOC	O	O	O
erklingen	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
sollen	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
singen	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Denn	O	O	O	B-LOC	O	O	O
gleich	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
eine	O	O	O	B-PER	O	O	O
Harmoni	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
liebliche	O	O	O	B-LOC	O	O	O
zusammenstimmung	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
findet	O	O	O	O	O	O	O
also	O	O	O	B-LOC	O	O	O
sollen	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
allesampt	O	O	O	O	O	O	O
gleich	O	O	O	O	O	O	O
gesinnet	O	O	O	O	O	O	O
seyn	O	O	O	O	O	O	O
mitleidig	O	O	O	O	O	O	O
brüderlich	O	B-PER	O	O	O	O	O
barmhertzig	O	I-PER	O	O	O	O	O
freundlich	O	O	O	O	O	O	O
1	O	O	O	O	O	O	O
Pet	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Darnach	O	B-LOC	O	B-LOC	O	O	O
wurden	O	O	O	B-PER	O	O	O
gesand	O	O	O	B-LOC	O	O	O
andere	O	O	O	O	O	O	O
Knechte	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
waren	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Propheten	O	O	O	O	O	O	O
aber	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
diesen	O	O	O	O	O	O	O
haben	O	O	O	O	O	O	O
Sie	O	O	O	O	O	O	O
etliche	O	O	O	O	O	O	O
geschmähet	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O
Jeremiam	O	B-PER	O	O	B-PER	B-PER	B-PER
den	O	O	O	O	O	O	O
Sie	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Grube	O	O	O	O	O	O	O
werffen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Nützliche	O	O	O	B-LOC	O	O	O
Anwendung	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Auf	O	O	O	B-LOC	O	O	O
Teuffel	O	O	O	O	O	O	O
ich	O	O	O	O	O	O	O
muß	O	O	O	B-PER	O	O	O
meinem	O	O	O	O	O	O	O
Herrn	O	O	O	O	O	O	O
Christo	O	O	O	B-LOC	O	B-PER	O
eins	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Regal	O	B-LOC	O	O	O	O	O
schlagen	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
greifft	O	O	O	O	O	O	O
frisch	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
claves	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
singt	O	O	O	O	O	O	O
drein	O	O	O	O	O	O	O
biß	O	O	O	O	O	O	O
die	O	O	O	B-PER	O	O	O
Trauer	O	B-LOC	O	B-LOC	O	O	O
Gedancken	O	I-LOC	O	O	O	O	O
vergangen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Num	O	B-LOC	O	B-LOC	O	O	O
31	O	I-LOC	O	O	O	O	O
Solum	O	O	O	O	O	O	O
mihi	O	O	O	O	O	O	O
super	O	O	O	O	O	O	O
est	O	O	O	O	O	O	O
sepulcrum	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Cantiones	O	O	O	B-LOC	O	O	O
spirituales	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
ad	O	O	O	B-PER	O	O	O
ffr	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Weil	O	O	O	B-LOC	O	O	O
Christus	O	B-PER	O	O	O	B-PER	O
durch	O	O	O	B-PER	O	O	O
Roswitha	B-PER	B-PER	O	B-LOC	B-PER	B-PER	B-PER
Mund	O	I-PER	O	B-PER	O	O	O
vor	O	O	O	O	O	O	O
seinem	O	O	O	O	O	O	O
Leiden	O	O	O	B-LOC	O	O	O
verheisset	O	O	O	B-PER	O	O	O
nach	O	O	O	O	O	O	O
seinem	O	O	O	O	O	O	O
tode	O	O	O	B-LOC	O	O	O
dem	O	O	O	B-PER	O	O	O
Himmlischen	O	O	O	O	O	O	O
Vater	O	O	O	B-LOC	O	O	O
zu	O	O	O	B-PER	O	O	O
dancken	O	O	O	O	O	O	O
Folget	O	O	O	B-LOC	O	O	O
vnwidersprechlich	O	O	O	O	O	O	O
drauß	O	O	O	B-PER	O	O	O
:	O	O	O	B-LOC	O	O	O
							
Des	O	O	O	B-PER	O	O	O
Wunsches	O	B-LOC	O	B-LOC	O	O	O
Nohtwendigkeit	O	I-LOC	O	O	O	O	O
.	O	O	O	B-PER	O	O	O
							
steh	O	O	O	I-PER	O	O	O
uns	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
unsern	O	O	O	B-PER	O	O	O
Nachkommen	O	O	O	B-LOC	O	O	O
zur	O	O	O	O	O	O	O
Erbauung	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Dahero	O	B-PER	O	B-LOC	O	O	O
spricht	O	O	O	O	O	O	O
mehrmahl	O	O	O	O	O	O	O
vnser	O	O	O	O	O	O	O
H	O	O	O	O	O	O	O
Vatter	O	O	O	O	O	B-PER	O
Friederike	B-PER	O	O	O	B-PER	O	O
:	O	O	O	O	O	O	O
							
Der	O	O	O	B-LOC	O	O	O
150	O	O	O	O	O	O	O
Psalm	O	O	O	O	O	O	O
Halleluja	O	O	O	B-PER	O	B-PER	O
Lobet	O	O	O	B-LOC	O	O	O
dem	O	O	O	O	O	O	O
Herren	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
seinem	O	O	O	O	O	O	O
Heiligthum	O	O	O	O	O	O	O
lobet	O	O	O	B-LOC	O	O	O
Jhn	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Feste	O	O	O	B-PER	O	O	O
seiner	O	O	O	O	O	O	O
Macht	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Jst	O	B-LOC	O	B-LOC	O	O	O
aber	O	O	O	B-PER	O	O	O
dem	O	O	O	B-LOC	O	O	O
Erna	B-PER	O	O	O	B-PER	O	B-PER
zu	O	O	O	O	O	O	O
glauben	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
L	O	O	O	O	O	O	O
4	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O
Gest	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Er	O	O	O	B-LOC	O	O	O
ist	O	O	O	O	O	O	O
unsre	O	O	O	O	O	O	O
Hülfe	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
Schild	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Werdet	O	O	O	B-PER	O	O	O
voll	O	O	O	B-LOC	O	O	O
Geistes	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
redet	O	O	O	B-PER	O	O	O
unter	O	O	O	B-LOC	O	O	O
einander	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
Psalmen	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Lob	O	B-PER	O	B-LOC	O	O	O
Gesängen	O	I-PER	O	O	O	O	O
und	O	O	O	O	O	O	O
geistlichen	O	O	O	O	O	O	O
Liedern	O	O	O	O	O	O	O
singet	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
spielet	O	B-PER	O	B-PER	O	O	O
dem	O	I-PER	O	O	O	O	O
Herrn	O	I-PER	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
eurem	O	O	O	B-LOC	O	O	O
Hertzen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Er	O	O	O	B-PER	O	O	O
hat	O	O	O	O	O	O	O
schon	O	O	O	B-LOC	O	O	O
durch	O	O	O	B-PER	O	O	O
das	O	O	O	O	O	O	O
langsame	O	O	O	B-LOC	O	O	O
Zeitmaaß	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
welchem	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
fortschreitet	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
so	O	O	O	B-PER	O	O	O
viel	O	O	O	O	O	O	O
Feierliches	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Rührendes	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
welches	O	O	O	O	O	O	O
nun	O	O	O	O	O	O	O
durch	O	O	O	B-PER	O	O	O
Begleitung	O	O	O	O	O	O	O
der	O	O	O	B-LOC	O	O	O
schönen	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
gewiß	O	B-PER	O	B-PER	O	O	O
noch	O	O	O	B-LOC	O	O	O
mehr	O	O	O	O	O	O	O
gehoben	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
eindrücklicher	O	O	O	O	O	O	O
gemacht	O	O	O	B-PER	O	O	O
wird	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Was	O	O	O	I-LOC	O	O	O
thut	O	O	O	B-PER	O	O	O
das	O	O	O	O	O	O	O
Singen	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Klingen	O	O	O	B-LOC	O	O	O
mehr	O	O	O	O	O	O	O
?	O	O	O	B-PER	O	O	O
							
Nachdem	O	O	O	I-PER	O	O	O
dieser	O	O	O	O	O	O	O
Anno	O	O	O	B-LOC	O	O	O
1521	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
Reichs	O	B-LOC	O	O	O	O	O
Tag	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
Worms	O	B-LOC	O	O	B-LOC	B-LOC	B-LOC
reisete	O	O	O	O	O	O	O
legte	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
dieser	O	O	O	B-LOC	O	O	O
Kirchen	O	O	O	B-PER	B-LOC	O	O
die	O	O	O	B-LOC	O	O	O
erste	B-LOC	O	O	O	O	O	O
Predigt	O	O	O	O	O	O	O
mit	O	O	O	B-PER	O	O	O
grossen	O	O	O	B-LOC	O	O	O
Zulauffe	O	O	O	O	O	O	O
des	O	O	O	O	O	O	O
Volckes	O	O	O	O	O	B-LOC	O
ab	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Liebste	O	O	O	B-PER	O	O	O
Zuhörer	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
ihr	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
alte	O	O	O	O	O	O	O
Gestalt	O	O	O	B-PER	O	O	O
dieses	O	O	O	O	O	O	O
Tempels	O	O	O	B-LOC	O	O	O
gesehen	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
nun	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
neue	O	O	O	O	O	O	O
sehet	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
ihr	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
alte	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
gehöret	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
itzo	O	B-LOC	O	O	O	O	O
die	O	O	O	O	O	O	O
neue	O	O	O	O	O	O	O
höret	O	O	O	B-PER	O	O	O
ihr	O	O	O	O	O	O	O
werdet	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O
überlaut	O	O	O	B-LOC	O	O	O
weinen	O	O	O	B-PER	O	O	O
wie	O	O	O	B-LOC	O	O	O
etliche	O	O	O	B-PER	O	O	O
alte	O	O	O	B-LOC	O	O	O
Jüden	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
es	O	O	O	B-PER	O	O	O
ja	O	O	O	O	O	O	O
geschehe	O	O	O	B-LOC	O	O	O
so	O	O	O	B-PER	O	O	O
würdet	O	O	O	O	O	O	O
ihr	O	O	O	O	O	O	O
vor	O	O	O	O	O	O	O
Freuden	O	O	O	B-LOC	O	O	O
weinen	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Holzapfel	I-PER	O	O	I-LOC	B-PER	O	O
in	O	O	O	O	O	O	O
Catalogo	O	B-LOC	O	O	O	B-LOC	O
Testium	O	O	O	O	O	O	O
Veritatis	O	O	O	B-PER	O	O	O
p	O	O	O	O	O	O	O
m	O	O	O	B-LOC	O	O	O
732	O	O	O	O	O	O	O
Und	O	O	O	O	O	O	O
